timestamp,text,channel,sentiment,emotion,type,urgency,confidence
2025-07-21 22:18:06.657699,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:18:10.299064,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:18:14.019948,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:18:17.116830,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:18:20.862588,Loved the packaging,chat,positive,love,praise,low,0.995
2025-07-21 22:18:23.933119,Update me on the status?,chat,negative,joy,request,medium,0.801
2025-07-21 22:18:27.552969,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:18:31.376372,Update me on the status?,chat,negative,joy,request,medium,0.801
2025-07-21 22:18:35.229585,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:18:39.069907,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:18:42.736670,Driver marked delivered but nothing here!,chat,negative,anger,complaint,medium,0.921
2025-07-21 22:18:46.453317,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:18:50.281732,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:18:54.284203,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:18:58.132546,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:19:01.899241,Update me on the status?,chat,negative,joy,request,medium,0.801
2025-07-21 22:19:05.612748,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:19:09.244735,"Awesome service, thanks!",chat,positive,joy,praise,low,0.997
2025-07-21 22:19:12.315207,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:19:16.261950,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:19:19.856300,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:19:23.444708,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:19:26.517960,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:19:30.142067,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:19:33.739053,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:19:36.807969,"Don't ring the bell, baby sleeping.",chat,negative,fear,request,medium,0.482
2025-07-21 22:19:40.567222,"Don't ring the bell, baby sleeping.",chat,negative,fear,request,medium,0.482
2025-07-21 22:19:44.384347,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:19:48.026851,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:19:51.686618,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:19:55.269383,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:19:58.904959,Loved the packaging,chat,positive,love,praise,low,0.995
2025-07-21 22:20:01.968535,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:20:05.651169,Update me on the status?,chat,negative,joy,request,medium,0.801
2025-07-21 22:20:09.231718,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:20:13.007211,Driver marked delivered but nothing here!,chat,negative,anger,complaint,medium,0.921
2025-07-21 22:20:16.622294,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:20:20.202961,Update me on the status?,chat,negative,joy,request,medium,0.801
2025-07-21 22:20:23.792298,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:20:26.862690,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:20:30.457969,Loved the packaging,chat,positive,love,praise,low,0.995
2025-07-21 22:20:33.579876,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:20:36.652626,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:20:40.658951,Loved the packaging,chat,positive,love,praise,low,0.995
2025-07-21 22:20:43.742837,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:20:47.453572,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:20:51.037686,"Don't ring the bell, baby sleeping.",chat,negative,fear,request,medium,0.482
2025-07-21 22:20:54.800977,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:20:58.873789,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:21:03.017927,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:21:06.102020,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:21:09.812006,Refund me NOW!,chat,negative,anger,complaint,high,0.562
2025-07-21 22:21:12.883635,"Awesome service, thanks!",chat,positive,joy,praise,low,0.997
2025-07-21 22:21:15.973405,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:21:19.862426,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:21:23.671345,Why does it always take 60+ minutes?,chat,negative,anger,question,medium,0.619
2025-07-21 22:21:27.407869,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:21:31.173756,Super fast delivery!,chat,positive,joy,praise,low,0.994
2025-07-21 22:21:34.999154,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:21:38.619877,My food arrived cold again!,chat,negative,anger,complaint,medium,0.998
2025-07-21 22:21:42.349473,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:21:45.963939,Driver marked delivered but nothing here!,chat,negative,anger,complaint,medium,0.921
2025-07-21 22:21:49.759070,Please add extra tissues.,chat,positive,joy,request,low,0.945
2025-07-21 22:21:53.436219,"Awesome service, thanks!",chat,positive,joy,praise,low,0.997
2025-07-21 22:21:56.508719,Need sauces with the order.,chat,negative,anger,complaint,medium,0.804
2025-07-21 22:22:00.130808,Driver marked delivered but nothing here!,chat,negative,anger,complaint,medium,0.921
2025-07-21 22:22:03.864086,"Awesome service, thanks!",chat,positive,joy,praise,low,0.997
